2026/02/12,11:16:46,0.14,28.40,52.30

2026/02/12,11:16:50,0.14,28.40,52.20

2026/02/12,11:16:55,0.14,28.40,52.10

2026/02/12,11:17:00,0.14,28.50,52.00

2026/02/12,11:17:05,0.14,28.40,52.10

2026/02/12,11:17:10,0.14,28.50,52.10

2026/02/12,11:17:15,0.10,28.50,52.00

2026/02/12,11:17:20,0.14,28.50,52.00

2026/02/12,11:17:25,0.14,28.50,52.00

2026/02/12,11:17:30,0.14,28.50,51.90

2026/02/12,11:17:35,0.14,28.50,52.60

2026/02/12,11:17:40,0.14,2
2026/02/12,11:17:40,8.50,52.30

2026/02/12,11:17:45,0.14,28.50,52.10

2026/02/12,11:17:50,0.15,28.50,52.10

2026/02/12,11:17:55,0.14,28.50,52.30

2026/02/12,11:18:00,0.15,28.40,52.30

2026/02/12,11:18:05,0.14,28.40,52.30

2026/02/12,11:18:10,0.15,28.40,52.20

2026/02/12,11:18:15,0.15,28.40,52.20

2026/02/12,11:18:20,0.15,28.30,52.20

2026/02/12,11:18:25,0.15,28.20,52.20

2026/02/12,11:18:30,0.16,28.20,52.30

2026/02/12,11:18:35,0.16,28.20,52.40

2026/02/12,11:18:40,0.16,28.10,52.60

2026/02/12,11:18:45,0.16,28.10,52.60

2026/02/12,11:18:50,0.16,28.00,52.80

2026/02/12,11:18:55,0.
2026/02/12,11:18:55,16,28.00,52.90

2026/02/12,11:19:00,0.16,28.00,52.90

2026/02/12,11:19:05,0.16,27.90,52.90

2026/02/12,11:19:10,0.16,27.90,52.90

2026/02/12,11:19:15,0.17,27.80,53.10

2026/02/12,11:19:20,0.16,27.80,53.20

2026/02/12,11:19:25,0.16,27.80,53.20

2026/02/12,11:19:30,0.17,27.80,53.20

2026/02/12,11:19:35,0.16,27.80,53.30

2026/02/12,11:19:40,0.16,27.80,53.20

2026/02/12,11:19:45,0.16,27.80,53.30

2026/02/12,11:19:50,0.16,27.70,53.30

2026/02/12,11:19:55,0.16,27.70,53.30

2026/02/12,11:20:01,0.16,27.70,53.30
2026/02/12,11:20:01,

2026/02/12,11:20:06,0.16,27.70,53.30

2026/02/12,11:20:11,0.17,27.70,53.30

2026/02/12,11:20:16,0.17,27.70,53.40

2026/02/12,11:20:21,0.17,27.70,53.40

2026/02/12,11:20:26,0.17,27.70,53.30

2026/02/12,11:20:31,0.17,27.70,53.30

2026/02/12,11:20:36,0.17,27.70,53.20

2026/02/12,11:20:41,0.17,27.70,53.30

2026/02/12,11:20:46,0.17,27.70,53.20

2026/02/12,11:20:51,0.17,27.70,53.30

2026/02/12,11:20:56,0.17,27.70,53.30

2026/02/12,11:21:01,0.17,27.70,53.20

2026/02/12,11:21:06,0.17,27.60,53.20

2026/02/12,11:21:11,0.17,27.60,53.20

2026/02/12,11:21:16,0.17,27.70,53.20

2026/02/12,11:21:21,0.18,27.60,53.20

2026/02/12,11:21:26,0.17,27.60,53.10

2026/02/12,11:21:31,0.17,27.60,53.10

2026/02/12,11:21:36,0.17,27.60,53.10

2026/02/12,11:21:41,0.17,27.60,53.10

2026/02/12,11:21:46,0.17,27.60,53.20

2026/02/12,11:21:51,0.17,27.70,53.10

2026/02/12,11:21:56,0.18,27.60,53.10

2026/02/12,11:22:01,0.17,27.60,53.10

2026/02/12,11:22:06,0.17,27.60,53.10

2026/02/12,11:22:11,0.16,27.60,52.90

2026/02/12,11:22:16,0.16,27.70,53.00

2026/02/12,11:22:21,0.16,27.70,52.90

2026/02/12,11:22:26,0.16,27.60,52.80

2026/02/12,11:22:31,0.16,27.70,52.80

2026/02/12,11:22:36,0.16,27.70,52.80

2026/02/12,11:22:41,0.16,27.70,52.70

2026/02/12,11:22:46,0.16,27.70,52.60

2026/02/12,11:22:51,0.17,27.70,52.60

2026/02/12,11:22:56,0.16,27.70,52.60

2026/02/12,11:23:01,0.17,27.70,52.60

2026/02/12,11:23:06,0.16,27.70,52.60

2026/02/12,11:23:11,0.16,27.70,52.60

2026/02/12,11:23:16,0.16,27.70,52.40

2026/02/12,11:23:21,0.16,27.70,52.50

2026/02/12,11:23:26,0.16,27.70,52.50

2026/02/12,11:23:31,0.16,27.70,52.50

2026/02/12,11:23:36,0.16,27.70,52.60

2026/02/12,11:23:41,0.16,27.70,52.60

2026/02/12,11:23:46,0.16,27.70,52.60

2026/02/12,11:23:51,0.16,27.70,52.70

2026/02/12,11:23:56,0.16,27.70,52.60

2026/02/12,11:24:01,0.16,27.70,52.60

2026/02/12,11:24:06,0.16,27.70,52.60

2026/02/12,11:24:11,0.16,27.70,52.50

2026/02/12,11:24:16,0.15,27.70,52.60

2026/02/12,11:24:21,0.15,27.70,52.50

2026/02/12,11:24:26,0.15,27.70,52.60

2026/02/12,11:24:31,0.15,27.70,52.60

2026/02/12,11:24:36,0.15,27.70,52.60

2026/02/12,11:24:41,0.15,27.70,52.50

2026/02/12,11:24:46,0.15,27.70,52.60

2026/02/12,11:24:51,0.15,27.70,52.60

2026/02/12,11:24:56,0.15,27.70,52.50

2026/02/12,11:25:01,0.15,27.70,52.50

2026/02/12,11:25:06,0.15,27.70,52.60

2026/02/12,11:25:11,0.15,27.70,52.70

2026/02/12,11:25:16,0.14,27.70,52.60

2026/02/12,11:25:21,0.15,27.70,52.50

2026/02/12,11:25:26,0.15,27.70,52.30

2026/02/12,11:25:31,0.15,27.80,52.20

2026/02/12,11:25:36,0.16,27.80,52.10

2026/02/12,11:25:41,0.17,27.80,52.20

2026/02/12,11:25:46,0.17,27.80,52.20

2026/02/12,11:25:51,0.17,27.80,52.00

2026/02/12,11:25:56,0.18,27.80,52.00

2026/02/12,11:26:01,0.18,27.80,52.00

2026/02/12,11:26:06,0.18,27.80,52.00

2026/02/12,11:26:11,0.18,27.80,52.00

2026/02/12,11:26:16,0.18,27.80,52.00

2026/02/12,11:26:21,0.18,27.80,51.90

2026/02/12,11:26:26,0.18,27.80,51.90

2026/02/12,11:26:31,0.18,27.80,51.90

2026/02/12,11:26:36,0.19,27.80,51.80

2026/02/12,11:26:41,0.19,27.80,51.90

2026/02/12,11:26:46,0.19,27.80,51.90

2026/02/12,11:26:51,0.19,27.80,51.90

2026/02/12,11:26:56,0.19,27.80,52.00

2026/02/12,11:27:01,0.20,27.80,51.80

2026/02/12,11:27:06,0.20,27.80,51.80

2026/02/12,11:27:11,0.19,27.80,51.80

2026/02/12,11:27:16,0.19,27.80,51.80

2026/02/12,11:27:21,0.19,27.80,51.90

2026/02/12,11:27:26,0
2026/02/12,11:27:26,.19,27.80,51.90

2026/02/12,11:27:31,0.18,27.80,51.80

2026/02/12,11:27:36,0.19,27.80,51.80

2026/02/12,11:27:41,0.20,27.80,51.90

2026/02/12,11:27:46,0.20,27
2026/02/12,11:27:46,.80,51.90

2026/02/12,11:27:51,0.21,27.80,51.90

2026/02/12,11:27:56,0.21,27.80,51.90

2026/02/12,11:28:01,0.21,27.70,52.00

2026/02/12,11:28:06,0.19,27.70,51.90

2026/02/12,11:28:11,0.19,27.70,51.90

2026/02/12,11:28:16,0.19,27.70,51.80

2026/02/12,11:28:21,0.19,27.70,51.90

2026/02/12,11:28:26,0.20,27.70,51.70

2026/02/12,11:28:31,0.20,27.70,52.00

2026/02/12,11:28:36,0.20,27.70,52.00

2026/02/12,11:28:41,0.20,27.70,51.90

2026/02/12,11:28:46,0.18,27.70,52.00

2026/02/12,11:28:51,0.19,27.70,52.00

2026/02/12,11:28:56,0.18,27.70,52.00

2026/02/12,11:29:01,0.18,27.70,51.80

2026/02/12,11:29:06,0.19,27.80,51.80

2026/02/12,11:29:11,0.18,27.80,51.80

2026/02/12,11:29:16,0.19,27.80,51.90

2026/02/12,11:29:21,0.18,27.80,51.80

2026/02/12,11:29:26,0.18,27.80,51.70

2026/02/12,11:29:31,0.18,27.80,51.70

2026/02/12,11:29:36,0.18,27.80,51.70

2026/02/12,11:29:41,0.18,27.80,51.70

2026/02/12,11:29:46,0.18,27.80,51.60

2026/02/12,11:29:51,0.18,27.80,51.70

2026/02/12,11:29:56,0.18,27.80,51.50

2026/02/12,11:30:01,0.19,27.80,51.50

2026/02/12,11:30:06,0.18,27.80,51.60

2026/02/12,11:30:11,0.17,27.80,51.50

2026/02/12,11:30:16,0.17,27.80,51.60

2026/02/12,11:30:21,0.16,27.80,51.60

2026/02/12,11:30:26,0.17,27.80,51.80

2026/02/12,11:30:31,0.16,27.80,51.70

2026/02/12,11:30:36,0.16,27.80,51.70

2026/02/12,11:30:41,0.16,27.80,51.60

2026/02/12,11:30:46,0.16,27.80,51.60

2026/02/12,11:30:51,0.16,27.80,51.70

2026/02/12,11:30:56,0.1
2026/02/12,11:30:56,6,27.80,51.60

2026/02/12,11:31:01,0.16,27.70,51.60

2026/02/12,11:31:06,0.16,27.70,51.70

2026/02/12,11:31:11,0.16,27.70,51.80

2026/02/12,11:31:16,0.16,27.70,51.80

2026/02/12,11:31:21,0.16,27.70,51.90

2026/02/12,11:31:26,0.15,27.70,51.80

2026/02/12,11:31:32,0.16,27.70,51.90

2026/02/12,11:31:37,0.16,27.70,51.80

2026/02/12,11:31:42,0.16,27.70,51.80

2026/02/12,11:31:47,0.14,27.70,51.90

2026/02/12,11:31:52,0.16,27.70,51.90

2026/02/12,11:31:57,0.16,27.70,52.00

2026/02/12,11:32:02,0.15,27.70,51.90

2026/02/12,11:32:07,0.15,27.70,52.10

2026/02/12,11:32:12,0.15,27.70,52.00

2026/02/12,11:32:17,0.15,27.70,52.10

2026/02/12,11:32:22,0.15,27.70,52.10

2026/02/12,11:32:27,0.15,27.70,52.10

2026/02/12,11:32:32,0.15,27.70,52.00

2026/02/12,11:32:37,0.15,27.70,52.00

2026/02/12,11:32:42,0.15,27.60,52.10

2026/02/12,11:32:47,0.15,27.60,52.10

2026/02/12,11:32:52,0.15,27.70,52.10

2026/02/12,11:32:57,0.15,27.70,52.10

2026/02/12,11:33:02,0.15,27.70,52.10

2026/02/12,11:33:07,0.15,27.70,52.20

2026/02/12,11:33:12,0.15,27.60,52.10

2026/02/12,11:33:17,0.15,27.60,52.10

2026/02/12,11:33:22,0.15,27.70,52.10

2026/02/12,11:33:27,0.15,27.60,52.10

2026/02/12,11:33:32,0.14,27.60,52.10

2026/02/12,11:33:37,0.14,27.60,52.10

2026/02/12,11:33:42,0.15,27.60,52.10

2026/02/12,11:33:47,0.15,27.60,52.20

2026/02/12,11:33:52,0.15,27.60,52.10

2026/02/12,11:33:57,0.15,27.60,52.20

2026/02/12,11:34:02,0.15,27.60,52.20

2026/02/12,11:34:07,0.15,27.70,52.10

2026/02/12,11:34:12,0.15,27.70,52.20

2026/02/12,11:34:17,0.15,27.70,52.20

2026/02/12,11:34:22,0.15,27.70,52.20

2026/02/12,11:34:27,0.14,27.70,52.20

2026/02/12,11:34:32,0.14,27.60,52.10

2026/02/12,11:34:37,0.14,27.60,52.20

2026/02/12,11:34:42,0.14,27.60,52.10

2026/02/12,11:34:47,0.14,27.60,52.20

2026/02/12,11:34:52,0.14,27.60,52.20

2026/02/12,11:34:57,0.14
2026/02/12,11:34:57,,27.60,52.30

2026/02/12,11:35:02,0.14,27.60,52.30

2026/02/12,11:35:07,0.15,27.60,52.30

2026/02/12,11:35:12,0.14,27.60,52.30

2026/02/12,11:35:17,0.14,27.60,52.30

2026/02/12,11:35:22,0.14,27.60,52.40

2026/02/12,11:35:27,0.14,27.60,52.30

2026/02/12,11:35:32,0.15,27.5
2026/02/12,11:35:32,0,52.30

2026/02/12,11:35:37,0.14,27.60,52.30

2026/02/12,11:35:42,0.14,27.60,52.40

2026/02/12,11:35:47,0.14,27.60,52.30

2026/02/12,11:35:52,0.13,27.60
2026/02/12,11:35:52,,52.30

2026/02/12,11:35:57,0.14,27.60,52.30

2026/02/12,11:36:02,0.14,27.60,52.40

2026/02/12,11:36:07,0.14,27.60,52.40

2026/02/12,11:36:12,0
2026/02/12,11:36:12,.14,27.60,52.30

2026/02/12,11:36:17,0.15,27.50,52.30

2026/02/12,11:36:22,0.14,27.60,52.30

2026/02/12,11:36:27,0.14,27.60,52.30

2026/02/12,11:36:32,0.14,27.60,52.30

2026/02/12,11:36:37,0.14,27.60,52.20

2026/02/12,11:36:42,0.14,27.60,52.20

2026/02/12,11:36:47,0.14,27.60,52.20

2026/02/12,11:36:52,0.14,27.60,52.20

2026/02/12,11:36:57,0.14,27.60,52.30

2026/02/12,11:37:02,0.14,27.60,52.20

2026/02/12,11:37:07,0.14,27.60,
2026/02/12,11:37:07,52.30

2026/02/12,11:37:12,0.14,27.60,52.30

2026/02/12,11:37:17,0.14,27.60,52.00

2026/02/12,11:37:22,0.14,27.60,52.00

2026/02/12,11:37:27,0.14,27.60,52.20

2026/02/12,11:37:32,0.14,27.60,52.10

2026/02/12,11:37:37,0.14,27.60,52.20

2026/02/12,11:37:42,0.14,27.60,52.20

2026/02/12,11:37:47,0.14,27.60,52.20

2026/02/12,11:37:52,0.14,27.60,52.20

2026/02/12,11:37:57,0.14,27.60,52.20

2026/02/12,11:38:02,0.14,27.60,52.20

2026/02/12,11:38:07,0.14,27.60,52.20

2026/02/12,11:38:12,0.14,27.60,52.20

2026/02/12,11:38:17,0.14,27.60,52.20

2026/02/12,11:38:22,0.14,27.60,52.20

2026/02/12,11:38:27,0.15,27.50,52.20

2026/02/12,11:38:32,0.14,27.60,52.20

2026/02/12,11:38:37,0.14,27.60,52.20

2026/02/12,11:38:42,0.14,27.60,52.20

2026/02/12,11:38:47,0.14,27.60,52.20

2026/02/12,11:38:52,0.14,27.60,52.10

2026/02/12,11:38:57,0.14,27.60,52.10

2026/02/12,11:39:02,0.14,27.60,52.10

2026/02/12,11:39:07,0.15,27.50,52.20

2026/02/12,11:39:12,0.15,27.50,52.20

2026/02/12,11:39:17,0.14,27.60,52.20

2026/02/12,11:39:22,0.14,27.60,52.20

2026/02/12,11:39:27,0.14,27.60,52.30

2026/02/12,11:39:32,0.14,27.50,52.40

2026/02/12,11:39:37,0.14,27.60,52.20

2026/02/12,11:39:42,0.15,27.50,52.30

2026/02/12,11:39:47,0.15,27.50,52.20

2026/02/12,11:39:52,0.14,27.60,52.40

2026/02/12,11:39:57,0.14,27.50,52.40

2026/02/12,11:40:02,0.14,27.60,52.40

2026/02/12,11:40:07,0.15,27.50,52.30

2026/02/12,11:40:12,0.15,27.50,52.30

2026/02/12,11:40:17,0.14,27.60,52.30

2026/02/12,11:40:22,0.15,27.50,52.30

2026/02/12,11:40:27,0.14,27.60,52.30

2026/02/12,11:40:32,0.14,27.50,52.40

2026/02/12,11:40:37,0.15,27.50,52.30

2026/02/12,11:40:42,0.14,27.60,52.40

2026/02/12,11:40:47,0.15,27.50,52.20

2026/02/12,11:40:52,0.15,27.50,52.20

2026/02/12,11:40:57,0.14,27.60,52.20

2026/02/12,11:41:02,0.14,27.60,52.30

2026/02/12,11:41:07,0.14,27.60,52.30

