2026/02/06,22:02:03,25.30,57.00


2026/02/06,22:02:08,25.30,57.00


2026/02/06,22:02:13,25.30,57.00


2026/02/06,22:02:18,25.30,57.00


2026/02/06,22:02:23,25.30,57.00

2026/02/06,22:02:23,

2026/02/06,22:02:28,25.
2026/02/06,22:02:28,30,57.00


2026/02/06,22:02:33,25.30,57.00


2026/02/06,22:02:38,25.30,57.00


2026/02/06,22:02:43,25.30,57.00


2026/02/06,22:02:48,25.30,57.00


2026/02/06,22:02:53,25.30,57.00


2026/02/06,22:02:58,25.30,57.00


2026/02/06,22:03:03,25.30,57.00


2026/02/06,22:03:08,25.30,57.00


2026/02/06,22:03:13,25.30,57.00


2026/02/06,22:03:18,25.30,57.00


2026/02/06,22:03:23,25.30,57.00


2026/02/06,22:03:28,25.30,57.00


2026/02/06,22:03:33,25.30,57.00


2026/02/06,22:03:38,25.30,57.00


2026/02/06,22:03:43,25.30,57.00


2026/02/06,22:03:48,25.30,57.00


2026/02/06,22:03:53,25.30,57.00


2026/02/06,22:03:59,25.30,57.00


2026/02/06,22:04:04,25.30,57.00


2026/02/06,22:04:09,25.30,57.00


2026/02/06,22:04:14,25.30,57.00


2026/02/06,22:04:19,25.30,58.00


2026/02/06,22:04:24,25.30,58.00


2026/02/06,22:04:29,25.30,58.00


2026/02/06,22:04:34,25.30,58.00


2026/02/06,22:04:39,25.30,58.00


2026/02/06,22:04:44,25.30,58.00


2026/02/06,22:04:49,25.30,58.00


2026/02/06,22:04:54,25.30,58.00


2026/02/06,22:04:59,25.30,58.00


2026/02/06,22:05:04,25.30,58.00


2026/02/06,22:05:09,25.30,58.00


2026/02/06,22:05:14,25.30,58.00


2026/02/06,22:05:19,25.30,58.00


2026/02/06,22:05:24,25.30,58.00


2026/02/06,22:05:29,25.30,58.00


2026/02/06,22:05:34,25.30,58.00


2026/02/06,22:05:39,25.30,58.00


2026/02/06,22:05:44,25.30,58.00


2026/02/06,22:05:49,25.30,58.00


2026/02/06,22:05:54,25.30,58.00


2026/02/06,22:05:59,25.30,58.00


2026/02/06,22:06:04,25.30,58.00


2026/02/06,22:06:09,25.30,58.00


2026/02/06,22:06:14,25.30,58.00


2026/02/06,22:06:19,25.30,58.00


2026/02/06,22:06:24,25.30,58.00


2026/02/06,22:06:29,25.30,58.00


2026/02/06,22:06:34,25.30,58.00


2026/02/06,22:06:39,25.30,58.00


2026/02/06,22:06:44,25.30,58.00


2026/02/06,22:06:49,25.30,58.00


